,location,size,total_sqft,bath,balcony,price
2395,Green Glen Layout,3,1680.0,4.0,3.0,95.0
2396,Green Glen Layout,3,1728.0,3.0,2.0,125.0
2397,Green Glen Layout,3,1645.0,3.0,2.0,110.0
2398,Green Glen Layout,3,1517.0,3.0,3.0,100.0
2399,Green Glen Layout,4,3150.0,4.0,3.0,218.0
2401,Green Glen Layout,3,1750.0,3.0,2.0,120.0
2402,Green Glen Layout,3,1751.0,3.0,2.0,115.0
2403,Green Glen Layout,3,1750.0,3.0,2.0,105.0
2404,Green Glen Layout,3,1885.0,3.0,2.0,135.0
2405,Green Glen Layout,3,1715.0,3.0,3.0,120.0
2406,Green Glen Layout,3,1623.29,2.0,2.0,105.0
2407,Green Glen Layout,3,1715.0,3.0,3.0,115.0
2408,Green Glen Layout,3,1715.0,3.0,2.0,105.0
2409,Green Glen Layout,3,1600.0,3.0,3.0,105.0
2410,Green Glen Layout,3,1717.0,3.0,3.0,125.0
2411,Green Glen Layout,2,1250.0,2.0,0.0,75.0
2412,Green Glen Layout,3,1715.0,3.0,3.0,112.0
2413,Gubbalala,3,1470.0,2.0,2.0,82.0
2414,Gubbalala,3,1745.0,3.0,2.0,104.0
2415,Gubbalala,3,1745.0,3.0,2.0,115.0
2416,Gubbalala,3,1745.0,3.0,2.0,110.0
2417,Gubbalala,3,1650.0,3.0,2.0,71.0
2418,Gubbalala,5,2570.0,4.0,2.0,141.0
2419,Gubbalala,2,1205.0,2.0,2.0,70.0
2420,Gubbalala,3,1435.0,2.0,2.0,80.0
2421,Gubbalala,2,1475.0,2.0,2.0,80.0
2423,Gubbalala,2,1100.0,2.0,2.0,49.5
2424,Gubbalala,2,1060.0,2.0,1.0,46.0
2425,Gubbalala,3,2000.0,3.0,3.0,125.0
2427,Gunjur,2,1140.0,2.0,3.0,43.0
2428,Gunjur,3,1356.0,2.0,3.0,66.0
2429,Gunjur,3,1600.0,3.0,3.0,75.0
2430,Gunjur,4,2000.0,3.0,0.0,95.0
2431,Gunjur,2,1140.0,2.0,2.0,49.11
2432,Gunjur,2,1195.0,2.0,2.0,44.0
2433,Gunjur,2,1190.0,2.0,2.0,40.0
2434,Gunjur,2,1457.0,2.0,3.0,60.0
2435,Gunjur,2,1080.0,2.0,2.0,41.0
2438,Gunjur,2,1175.0,2.0,2.0,43.48
2439,Gunjur,3,1362.0,3.0,2.0,62.63
2440,Gunjur,2,1071.0,2.0,1.0,51.0
2441,Gunjur,2,1063.0,2.0,2.0,40.0
2442,Gunjur,2,1235.0,2.0,2.0,52.76
2443,Gunjur,3,1362.0,3.0,1.0,62.63
2444,Gunjur,3,1362.0,3.0,1.0,62.63
2445,Gunjur,3,1588.0,2.0,3.0,90.0
2446,Gunjur,2,1235.0,2.0,2.0,44.5
2447,Gunjur,2,1457.0,2.0,3.0,60.0
2448,Gunjur Palya,2,1050.0,2.0,1.0,43.0
2449,Gunjur Palya,3,1400.0,3.0,2.0,45.0
2450,Gunjur Palya,2,993.0,2.0,2.0,42.0
2451,Gunjur Palya,2,1235.0,2.0,2.0,52.76
2452,HAL 2nd Stage,3,1490.0,2.0,2.0,300.0
2453,HAL 2nd Stage,3,2100.0,3.0,2.0,252.0
2454,HAL 2nd Stage,3,2700.0,3.0,0.0,500.0
2455,HAL 2nd Stage,5,2040.0,4.0,1.0,500.0
2456,HBR Layout,3,2800.0,2.0,0.0,200.0
2457,HBR Layout,3,1722.0,3.0,2.0,95.0
2458,HBR Layout,2,1200.0,2.0,2.0,60.0
2459,HBR Layout,2,1004.0,2.0,1.0,49.0
2460,HBR Layout,3,1783.0,3.0,2.0,125.0
2461,HBR Layout,3,1656.0,3.0,2.0,90.0
2462,HBR Layout,2,1089.0,2.0,1.0,60.0
2463,HBR Layout,3,1700.0,3.0,1.0,110.0
2464,HBR Layout,2,1198.0,2.0,1.0,65.0
2465,HBR Layout,2,1200.0,2.0,0.0,120.0
2466,HBR Layout,3,1832.0,3.0,2.0,160.0
2467,HRBR Layout,2,1374.0,2.0,2.0,95.0
2468,HRBR Layout,2,1440.0,2.0,2.0,98.0
2470,HRBR Layout,3,2800.0,3.0,2.0,250.0
2471,HRBR Layout,2,1210.0,2.0,1.0,75.0
2472,HRBR Layout,2,1265.0,2.0,1.0,78.0
2473,HRBR Layout,2,1170.0,2.0,2.0,75.0
2475,HRBR Layout,4,1900.0,3.0,1.0,90.0
2476,HRBR Layout,3,1625.0,3.0,2.0,120.0
2477,HRBR Layout,2,1301.0,2.0,1.0,120.0
2478,HRBR Layout,2,1145.0,2.0,2.0,68.5
2479,HRBR Layout,2,1300.0,2.0,3.0,90.0
2481,HSR Layout,2,1372.0,2.0,1.0,68.0
2483,HSR Layout,3,1475.0,3.0,2.0,75.0
2484,HSR Layout,2,1467.0,2.0,1.0,55.0
2485,HSR Layout,2,1140.0,2.0,2.0,46.0
2486,HSR Layout,2,1372.0,2.0,1.0,61.0
2487,HSR Layout,3,1750.0,3.0,2.0,95.0
2489,HSR Layout,2,1027.0,2.0,2.0,44.0
2490,HSR Layout,3,1650.0,3.0,2.0,110.0
2491,HSR Layout,2,1140.0,2.0,2.0,46.0
2492,HSR Layout,2,1372.0,2.0,1.0,61.0
2493,HSR Layout,2,1140.0,2.0,2.0,46.0
2494,HSR Layout,2,1185.0,2.0,2.0,60.0
2495,HSR Layout,2,1127.0,2.0,1.0,68.0
2496,HSR Layout,3,1600.0,2.0,2.0,115.0
2497,HSR Layout,2,1145.0,2.0,2.0,48.0
2498,HSR Layout,2,1009.0,2.0,2.0,56.0
2499,HSR Layout,2,1300.0,2.0,2.0,98.0
2501,HSR Layout,2,1140.0,2.0,2.0,46.0
2502,HSR Layout,2,1126.0,2.0,1.0,69.0
2504,HSR Layout,2,1140.0,2.0,2.0,46.0
2505,HSR Layout,2,1145.0,2.0,2.0,46.0
2506,HSR Layout,2,1142.0,2.0,2.0,65.0
2507,HSR Layout,2,1145.0,2.0,2.0,46.0
2508,HSR Layout,3,1844.0,3.0,3.0,95.0
2509,HSR Layout,2,1203.0,2.0,2.0,72.0
2510,HSR Layout,2,1140.0,2.0,2.0,46.0
2511,HSR Layout,5,4200.0,5.0,2.0,245.0
2512,HSR Layout,2,1140.0,2.0,2.0,46.0
2513,HSR Layout,2,1145.0,2.0,2.0,46.0
2514,HSR Layout,2,1009.0,2.0,2.0,56.0
2515,HSR Layout,2,1145.0,2.0,2.0,46.0
2516,HSR Layout,2,1100.0,2.0,2.0,44.0
2517,HSR Layout,2,1203.0,2.0,2.0,60.0
2518,HSR Layout,2,1120.0,2.0,1.0,70.0
2519,HSR Layout,2,1140.0,2.0,2.0,46.0
2520,HSR Layout,2,1289.0,2.0,2.0,70.0
2521,HSR Layout,3,1844.0,3.0,1.0,89.0
2522,HSR Layout,2,1203.0,2.0,2.0,60.0
2523,HSR Layout,2,1140.0,2.0,2.0,46.0
2524,Haralur Road,2,1240.0,2.0,1.0,70.0
2525,Haralur Road,2,1027.0,2.0,2.0,44.0
2527,Haralur Road,4,2805.0,5.0,3.0,154.0
2528,Haralur Road,2,1194.0,2.0,2.0,47.0
2529,Haralur Road,2,1202.0,2.0,1.0,53.0
2530,Haralur Road,2,1056.0,2.0,1.0,61.0
2532,Haralur Road,3,1810.0,3.0,2.0,100.0
2533,Haralur Road,2,1194.0,2.0,2.0,46.0
2534,Haralur Road,4,2805.0,4.0,3.0,154.0
2535,Haralur Road,2,1225.0,2.0,1.0,67.38
2536,Haralur Road,2,1243.0,2.0,1.0,46.0
2537,Haralur Road,2,1027.0,2.0,2.0,44.0
2538,Haralur Road,3,1920.0,3.0,1.0,115.0
2539,Haralur Road,3,1875.0,3.0,2.0,110.0
2540,Haralur Road,2,1194.0,2.0,2.0,47.0
2541,Haralur Road,2,1140.0,2.0,2.0,43.0
2542,Haralur Road,2,1027.0,2.0,2.0,44.0
2543,Haralur Road,2,1194.0,2.0,2.0,46.0
2544,Haralur Road,3,2017.0,3.0,2.0,125.0
2545,Haralur Road,2,1140.0,2.0,2.0,43.0
2546,Haralur Road,3,1875.0,3.0,3.0,110.0
2547,Haralur Road,2,1092.0,2.0,2.0,44.0
2548,Haralur Road,3,2475.0,4.0,2.0,130.0
2549,Haralur Road,2,1300.0,2.0,2.0,73.0
2550,Haralur Road,2,1194.0,2.0,2.0,47.0
2551,Haralur Road,2,1243.0,2.0,2.0,46.0
2552,Haralur Road,3,1850.0,3.0,2.0,110.0
2553,Haralur Road,2,1225.0,2.0,1.0,67.38
2554,Haralur Road,2,1243.0,2.0,2.0,46.0
2555,Haralur Road,2,1464.0,2.0,2.0,56.0
2556,Haralur Road,2,1230.0,2.0,1.0,78.0
2557,Haralur Road,2,1000.0,2.0,2.0,44.0
2558,Haralur Road,4,3185.0,2.0,2.0,175.0
2559,Haralur Road,2,1300.0,2.0,2.0,79.0
2560,Haralur Road,3,1444.0,2.0,1.0,80.0
2561,Haralur Road,2,1088.0,2.0,1.0,68.0
2562,Haralur Road,2,1027.0,2.0,1.0,44.0
2564,Haralur Road,2,1225.0,2.0,1.0,70.0
2566,Haralur Road,2,1194.0,2.0,2.0,46.0
2567,Haralur Road,3,1830.0,3.0,2.0,101.0
2568,Haralur Road,2,1464.0,2.0,2.0,56.0
2569,Haralur Road,3,1520.0,2.0,2.0,96.0
2570,Haralur Road,2,1300.0,2.0,2.0,75.0
2571,Haralur Road,3,2017.0,2.0,2.0,125.0
2572,Haralur Road,2,1243.0,2.0,2.0,46.0
2573,Haralur Road,2,1027.0,2.0,2.0,44.0
2574,Haralur Road,4,2805.0,5.0,3.0,160.0
2575,Haralur Road,2,1243.0,2.0,2.0,46.0
2576,Haralur Road,2,1027.0,2.0,2.0,44.0
2577,Haralur Road,3,2017.0,3.0,2.0,105.0
2578,Haralur Road,2,1243.0,2.0,2.0,46.0
2579,Haralur Road,2,1243.0,2.0,2.0,46.0
2580,Haralur Road,3,1520.0,2.0,2.0,90.0
2581,Haralur Road,2,1300.0,2.0,2.0,60.0
2582,Haralur Road,3,1985.0,3.0,2.0,130.0
2583,Haralur Road,2,1056.0,2.0,1.0,60.0
2584,Haralur Road,2,1140.0,2.0,1.0,42.0
2585,Haralur Road,2,1245.0,2.0,3.0,62.0
2586,Haralur Road,2,1140.0,2.0,2.0,58.0
2587,Haralur Road,2,1140.0,2.0,2.0,42.0
2588,Haralur Road,2,1027.0,2.0,2.0,43.0
2589,Haralur Road,2,1194.0,2.0,2.0,47.0
2590,Haralur Road,2,1194.0,2.0,2.0,47.0
2591,Haralur Road,3,1560.0,3.0,1.0,90.0
2592,Haralur Road,3,1520.0,2.0,2.0,85.0
2593,Haralur Road,2,1243.0,2.0,2.0,45.0
2594,Haralur Road,2,1027.0,2.0,2.0,44.0
2595,Haralur Road,2,1194.0,2.0,2.0,46.0
2596,Haralur Road,3,1650.0,3.0,3.0,100.0
2597,Haralur Road,3,1580.0,3.0,1.0,73.0
2598,Haralur Road,2,1243.0,2.0,2.0,46.0
2599,Haralur Road,2,1194.0,2.0,2.0,47.0
2600,Haralur Road,4,2805.0,4.0,3.0,154.0
2601,Haralur Road,3,1520.0,2.0,2.0,96.0
2602,Haralur Road,3,1510.0,3.0,2.0,83.05
2603,Haralur Road,2,1056.0,2.0,1.0,65.0
2604,Haralur Road,3,1810.0,3.0,2.0,100.0
2605,Haralur Road,2,1243.0,2.0,2.0,46.0
2606,Haralur Road,1,575.0,1.0,1.0,38.0
2607,Haralur Road,2,1194.0,2.0,2.0,46.0
2608,Haralur Road,2,1243.0,2.0,2.0,46.0
2609,Haralur Road,2,1194.0,2.0,2.0,46.0
2610,Haralur Road,2,1140.0,2.0,2.0,43.0
2611,Haralur Road,3,1850.0,3.0,2.0,120.0
2612,Haralur Road,2,1194.0,2.0,2.0,47.0
2613,Haralur Road,2,1194.0,2.0,2.0,47.0
2615,Haralur Road,2,1243.0,2.0,1.0,46.0
2616,Haralur Road,3,1710.0,3.0,2.0,85.0
2617,Haralur Road,3,1730.0,3.0,1.0,95.0
2618,Haralur Road,2,1243.0,2.0,2.0,46.0
2619,Haralur Road,2,1243.0,2.0,2.0,46.0
2620,Haralur Road,2,1243.0,2.0,2.0,46.0
2621,Haralur Road,3,1817.0,3.0,2.0,110.0
2622,Haralur Road,2,1225.0,2.0,1.0,77.0
2623,Haralur Road,2,1285.0,2.0,1.0,78.0
2624,Haralur Road,2,1225.0,2.0,1.0,67.48
2625,Haralur Road,2,1225.0,2.0,1.0,69.84
2626,Haralur Road,2,1200.0,2.0,2.0,46.0
2627,Haralur Road,2,1315.0,2.0,1.0,85.0
2628,Haralur Road,3,1976.0,3.0,2.0,92.0
2629,Haralur Road,2,1300.0,2.0,2.0,75.0
2630,Haralur Road,2,1309.0,2.0,1.0,82.0
2631,Haralur Road,2,1027.0,1.0,2.0,44.0
2632,Haralur Road,2,1243.0,2.0,2.0,46.0
2633,Haralur Road,2,1243.0,2.0,2.0,46.0
2634,Haralur Road,2,1140.0,2.0,2.0,43.0
2635,Haralur Road,2,1300.0,2.0,1.0,75.0
2636,Haralur Road,2,1243.0,2.0,2.0,46.0
2637,Haralur Road,3,1890.0,3.0,2.0,84.0
2638,Haralur Road,2,1230.0,2.0,1.0,67.65
2639,Haralur Road,2,1194.0,2.0,2.0,46.0
2640,Haralur Road,2,1092.0,2.0,2.0,44.0
2642,Haralur Road,3,1735.0,3.0,2.0,97.0
2643,Haralur Road,3,1810.0,3.0,2.0,97.83
2644,Haralur Road,2,1200.0,2.0,2.0,46.0
2645,Haralur Road,2,1243.0,2.0,2.0,46.0
2646,Haralur Road,3,1810.0,3.0,2.0,112.0
2647,Harlur,2,1174.0,2.0,1.0,69.0
2648,Harlur,2,1197.0,2.0,1.0,84.0
2649,Harlur,3,1757.0,3.0,2.0,132.0
2650,Harlur,2,1174.0,2.0,1.0,76.0
2651,Harlur,3,1754.0,3.0,2.0,125.0
2652,Harlur,2,1290.0,2.0,1.0,85.0
2653,Harlur,3,1752.12,3.0,2.0,116.0
2654,Harlur,3,1754.0,3.0,2.0,124.0
2655,Harlur,2,1152.0,2.0,2.0,69.0
2656,Harlur,2,1290.0,2.0,1.0,87.0
2657,Harlur,3,1749.0,3.0,2.0,115.0
2658,Harlur,3,2240.0,5.0,2.0,155.0
2659,Harlur,3,1758.0,3.0,2.0,133.0
2661,Harlur,2,1197.0,2.0,1.0,79.0
2662,Harlur,2,1174.0,2.0,1.0,78.0
2664,Harlur,2,1197.0,2.0,1.0,79.0
2666,Harlur,2,1174.0,2.0,1.0,75.0
2667,Harlur,3,1620.0,3.0,1.0,110.0
2670,Harlur,3,1762.0,3.0,2.0,133.0
2671,Harlur,3,1756.0,3.0,2.0,131.0
2672,Harlur,3,1755.0,3.0,2.0,130.0
2673,Harlur,3,1864.0,3.0,1.0,140.0
2674,Harlur,2,1331.0,2.0,1.0,88.0
2675,Harlur,3,1756.0,3.0,2.0,128.0
2676,Harlur,3,1749.0,3.0,2.0,120.0
2677,Harlur,2,1197.0,2.0,1.0,82.0
2678,Harlur,2,1303.0,2.0,1.0,90.0
2679,Harlur,3,1754.0,3.0,2.0,132.0
2680,Harlur,2,1174.0,2.0,1.0,75.0
2681,Harlur,2,1197.0,2.0,1.0,78.0
2682,Harlur,2,1290.0,2.0,1.0,89.9
2683,Harlur,2,1386.0,2.0,2.0,85.0
2684,Harlur,2,1174.0,2.0,1.0,74.0
2685,Harlur,2,1174.0,2.0,1.0,78.0
2686,Harlur,3,1755.0,3.0,2.0,115.0
2689,Harlur,2,1197.0,2.0,1.0,77.0
2690,Harlur,3,1752.12,3.0,2.0,125.0
2691,Harlur,4,2569.0,5.0,3.0,180.0
2692,Harlur,2,1197.0,2.0,1.0,76.0
2693,Harlur,2,1197.0,2.0,1.0,75.0
2694,Harlur,3,1755.0,3.0,2.0,117.0
2695,Harlur,2,1197.0,2.0,1.0,79.9
2696,Harlur,4,2990.0,4.0,1.0,225.0
2697,Harlur,2,1370.0,2.0,2.0,88.0
2698,Harlur,2,1335.0,2.0,0.0,72.76
2699,Hebbal,3,1760.0,2.0,2.0,123.0
2700,Hebbal,4,5611.5,4.0,0.0,477.0
2702,Hebbal,2,1349.0,2.0,1.0,98.2
2703,Hebbal,4,2483.0,5.0,2.0,212.0
2704,Hebbal,3,1760.0,2.0,2.0,130.0
2705,Hebbal,3,3450.0,5.0,2.0,260.0
2706,Hebbal,3,1920.0,3.0,2.0,134.0
2707,Hebbal,2,1337.0,2.0,1.0,82.0
2708,Hebbal,2,1349.0,2.0,1.0,98.0
2711,Hebbal,3,1790.0,3.0,2.0,127.0
2712,Hebbal,4,2790.0,5.0,3.0,198.0
2713,Hebbal,4,2483.0,5.0,2.0,215.0
2714,Hebbal,2,812.0,2.0,2.0,55.0
2715,Hebbal,4,2790.0,4.0,3.0,198.0
2716,Hebbal,4,3067.0,4.0,2.0,230.0
2717,Hebbal,4,3067.0,4.0,3.0,230.0
2719,Hebbal,2,823.0,2.0,1.0,50.63
2720,Hebbal,2,1420.0,2.0,1.0,123.0
2722,Hebbal,2,1420.0,2.0,1.0,99.39
2723,Hebbal,4,4235.0,4.0,2.0,365.0
2724,Hebbal,3,1700.0,3.0,2.0,124.0
2725,Hebbal,2,1420.0,2.0,1.0,99.39
2727,Hebbal,2,1440.0,2.0,1.0,115.0
2729,Hebbal,3,2400.0,4.0,1.0,180.0
2731,Hebbal,2,1420.0,2.0,2.0,107.0
2732,Hebbal,2,1320.0,2.0,1.0,92.0
2733,Hebbal,2,919.0,2.0,1.0,49.0
2734,Hebbal,3,1645.0,3.0,2.0,135.0
2735,Hebbal,3,2080.0,3.0,3.0,175.0
2737,Hebbal,4,2483.0,5.0,2.0,230.0
2738,Hebbal,3,2600.0,3.0,2.0,195.0
2739,Hebbal,3,1645.0,3.0,2.0,117.0
2740,Hebbal,2,1251.0,2.0,1.0,88.73
2741,Hebbal,3,1645.0,3.0,2.0,121.0
2742,Hebbal,3,1760.0,3.0,2.0,123.0
2743,Hebbal,4,2790.0,4.0,3.0,198.0
2744,Hebbal,3,1645.0,3.0,2.0,120.0
2745,Hebbal,3,1255.0,2.0,1.0,90.0
2746,Hebbal,3,1645.0,3.0,2.0,117.0
2749,Hebbal,3,1636.0,3.0,1.0,119.0
2750,Hebbal,3,2661.0,2.0,2.0,226.5
2751,Hebbal,3,1255.0,2.0,1.0,95.0
2752,Hebbal,4,2790.0,4.0,3.0,198.0
2754,Hebbal,3,1255.0,2.0,1.0,95.0
2755,Hebbal,2,1088.0,2.0,2.0,61.45
2756,Hebbal,2,1349.0,2.0,1.0,97.8
2758,Hebbal,2,1344.0,2.0,1.0,108.0
2759,Hebbal,3,1255.0,2.0,1.0,90.0
2761,Hebbal,4,2790.0,5.0,3.0,204.0
2762,Hebbal,2,1088.0,2.0,2.0,62.0
2763,Hebbal,3,1987.0,4.0,2.0,165.0
2764,Hebbal,4,2790.0,5.0,3.0,198.0
2765,Hebbal,2,1299.0,2.0,1.0,100.0
2766,Hebbal,3,1645.0,3.0,2.0,117.0
2767,Hebbal,2,1390.0,2.0,2.0,95.0
2768,Hebbal,2,1333.0,2.0,1.0,100.0
2770,Hebbal,3,2650.0,4.0,3.0,199.0
2771,Hebbal,3,1800.0,3.0,2.0,140.0
2772,Hebbal,4,2470.0,4.0,2.0,203.0
2773,Hebbal,3,1255.0,2.0,1.0,95.0
2774,Hebbal,2,1333.0,2.0,1.0,104.0
2775,Hebbal,3,1645.0,3.0,2.0,117.0
2776,Hebbal,3,2600.0,3.0,2.0,199.0
2777,Hebbal,2,1345.0,2.0,1.0,97.0
2779,Hebbal,2,985.0,2.0,2.0,62.0
2780,Hebbal,2,1320.0,2.0,1.0,91.0
2781,Hebbal,3,2388.0,3.0,1.0,195.0
2782,Hebbal,2,1040.0,2.0,1.0,55.0
2783,Hebbal,3,2600.0,3.0,2.0,195.0
2784,Hebbal,4,2630.0,5.0,0.0,188.0
2785,Hebbal,4,2790.0,5.0,3.0,198.0
2788,Hebbal,2,1420.0,2.0,1.0,99.39
2790,Hebbal,3,3520.0,5.0,2.0,320.0
2791,Hebbal,2,1162.0,2.0,1.0,69.0
2792,Hebbal,2,1100.0,2.0,1.0,60.0
2793,Hebbal,4,4235.0,5.0,3.0,364.0
2794,Hebbal,2,1299.0,2.0,1.0,97.0
2796,Hebbal,4,2470.0,5.0,2.0,192.0
2797,Hebbal,3,1645.0,3.0,2.0,117.0
2798,Hebbal,3,1920.0,3.0,2.0,134.0
2800,Hebbal,3,1920.0,3.0,2.0,150.0
2801,Hebbal,4,2375.0,4.0,2.0,189.0
2802,Hebbal,2,1420.0,2.0,1.0,99.26
2803,Hebbal,2,1252.0,2.0,1.0,92.0
2804,Hebbal,4,2790.0,4.0,3.0,198.0
2805,Hebbal,2,1294.0,2.0,1.0,115.0
2806,Hebbal,4,4225.0,6.0,0.0,359.0
2807,Hebbal,3,1740.0,2.0,1.0,137.0
2809,Hebbal,3,1662.0,3.0,2.0,155.0
2810,Hebbal,2,1349.0,2.0,1.0,98.0
2811,Hebbal,4,4000.0,6.0,1.0,370.0
2812,Hebbal,2,1349.0,2.0,1.0,96.8
2813,Hebbal Kempapura,3,1700.0,3.0,2.0,155.0
2814,Hebbal Kempapura,3,1800.0,3.0,2.0,175.0
2815,Hebbal Kempapura,3,2900.0,4.0,2.0,300.0
2816,Hebbal Kempapura,3,3522.0,3.0,2.0,380.0
2817,Hebbal Kempapura,5,2280.0,5.0,2.0,200.0
2818,Hebbal Kempapura,2,1200.0,2.0,1.0,125.0
2819,Hebbal Kempapura,3,2900.0,4.0,2.0,240.0
2821,Hebbal Kempapura,2,1300.0,2.0,2.0,102.0
2822,Hebbal Kempapura,3,1466.0,2.0,3.0,140.0
2824,Hebbal Kempapura,3,1725.0,2.0,1.0,165.0
2825,Hebbal Kempapura,3,1200.0,3.0,2.0,125.0
2826,Hebbal Kempapura,3,3408.0,3.0,3.0,260.0
2827,Hebbal Kempapura,2,1485.0,3.0,3.0,132.0
2828,Hebbal Kempapura,2,1400.0,2.0,2.0,108.0
2829,Hebbal Kempapura,3,1800.0,3.0,3.0,150.0
2830,Hebbal Kempapura,5,2400.0,5.0,2.0,200.0
2831,Hebbal Kempapura,5,2800.0,5.0,1.0,220.0
2832,Hebbal Kempapura,3,1785.0,3.0,0.0,165.0
2833,Hebbal Kempapura,4,3729.0,4.0,2.0,384.0
2834,Hebbal Kempapura,3,1600.0,3.0,3.0,170.0
2835,Hebbal Kempapura,3,1730.0,3.0,2.0,175.0
2837,Hegde Nagar,3,1569.0,3.0,1.0,101.0
2838,Hegde Nagar,6,3000.0,7.0,2.0,210.0
2839,Hegde Nagar,3,2026.0,3.0,2.0,132.0
2840,Hegde Nagar,3,1801.0,3.0,2.0,115.0
2841,Hegde Nagar,2,1050.0,1.0,2.0,56.0
2842,Hegde Nagar,2,1341.0,2.0,1.0,97.0
2843,Hegde Nagar,3,2112.95,4.0,2.0,145.0
2844,Hegde Nagar,3,1703.0,3.0,2.0,113.0
2845,Hegde Nagar,3,1570.0,3.0,1.0,105.0
2846,Hegde Nagar,3,1801.0,3.0,2.0,140.0
2847,Hegde Nagar,3,1584.01,3.0,1.0,103.0
2848,Hegde Nagar,3,1965.0,4.0,2.0,125.0
2849,Hegde Nagar,2,1200.0,2.0,0.0,75.0
2850,Hegde Nagar,3,1847.0,3.0,2.0,135.0
2851,Hegde Nagar,3,1965.0,4.0,2.0,132.0
2852,Hegde Nagar,3,1703.0,3.0,2.0,125.0
2853,Hegde Nagar,3,1847.0,3.0,2.0,125.0
2854,Hegde Nagar,3,2144.6,4.0,2.0,145.0
2855,Hegde Nagar,3,1718.0,3.0,2.0,119.0
2856,Hegde Nagar,3,1847.0,3.0,2.0,123.0
2857,Hegde Nagar,2,1340.0,2.0,2.0,72.0
2858,Hegde Nagar,3,2087.01,3.0,2.0,115.0
2859,Hegde Nagar,3,1703.0,3.0,2.0,130.0
2860,Hegde Nagar,3,2087.01,4.0,2.0,135.0
2861,Hegde Nagar,3,1718.0,3.0,2.0,130.0
2862,Hegde Nagar,3,1884.0,4.0,2.0,118.0
2863,Hegde Nagar,3,1930.0,4.0,2.0,122.0
2864,Hegde Nagar,3,1584.01,3.0,1.0,104.0
2865,Hegde Nagar,3,1168.0,2.0,1.0,68.0
2866,Hegde Nagar,3,2162.03,4.0,2.0,129.0
2867,Hegde Nagar,3,2087.01,4.0,2.0,160.0
2868,Hegde Nagar,2,1000.0,2.0,0.0,66.0
2869,Hegde Nagar,3,1348.0,2.0,2.0,80.5
2870,Hennur,2,1075.0,2.0,1.0,52.0
2871,Hennur,2,1255.0,2.0,1.0,52.32
2872,Hennur,2,1225.0,2.0,1.0,57.0
2873,Hennur,2,1255.0,2.0,1.0,57.5
2874,Hennur,2,1259.0,2.0,2.0,57.0
2875,Hennur,2,1255.0,2.0,2.0,53.5
2876,Hennur,2,1285.0,2.0,1.0,60.0
2877,Hennur,2,1285.0,2.0,1.0,60.0
2878,Hennur,2,1100.0,2.0,1.0,60.0
2879,Hennur,2,1255.0,2.0,1.0,58.0
2880,Hennur,2,1040.0,2.0,2.0,42.12
2881,Hennur,2,1255.0,2.0,1.0,54.5
2883,Hennur,2,1255.0,2.0,1.0,55.5
2885,Hennur,2,1231.0,2.0,2.0,50.0
2886,Hennur,5,2500.0,5.0,2.0,125.0
2887,Hennur,2,1160.0,2.0,1.0,49.0
2888,Hennur,3,2400.0,3.0,2.0,135.0
2889,Hennur,2,1255.0,2.0,2.0,53.5
2890,Hennur,2,1255.0,2.0,2.0,55.5
2891,Hennur,2,1100.0,2.0,1.0,44.55
2892,Hennur,2,1255.0,2.0,1.0,57.5
2893,Hennur,2,960.0,2.0,1.0,48.0
2894,Hennur,2,1020.0,2.0,1.0,48.0
2895,Hennur,2,1255.0,2.0,1.0,52.32
2896,Hennur,2,1295.0,2.0,1.0,64.0
2897,Hennur,3,1935.0,3.0,2.0,102.0
2899,Hennur,3,1345.0,2.0,1.0,69.0
2900,Hennur,2,1255.0,2.0,1.0,58.0
2901,Hennur,2,1420.0,2.0,1.0,62.0
2902,Hennur,2,1155.0,2.0,2.0,54.5
2903,Hennur,2,1255.0,2.0,1.0,52.32
2904,Hennur,2,1255.0,2.0,2.0,52.35
2907,Hennur,2,1255.0,2.0,2.0,54.5
2908,Hennur,3,1830.5,3.0,0.0,84.205
2909,Hennur,2,1255.0,2.0,1.0,55.5
2910,Hennur,2,1255.0,2.0,1.0,53.57
2911,Hennur,2,1255.0,2.0,2.0,56.5
2912,Hennur,2,1050.0,2.0,2.0,42.73
2913,Hennur,2,1295.0,2.0,1.0,62.0
2914,Hennur Road,3,2089.0,3.0,2.0,140.0
2915,Hennur Road,4,3203.5,2.0,2.0,224.5
2916,Hennur Road,8,5000.0,8.0,2.0,250.0
2917,Hennur Road,2,1385.0,2.0,1.0,83.09
2918,Hennur Road,2,1317.5,2.0,0.0,63.77
2920,Hennur Road,3,2264.0,3.0,1.0,159.0
2921,Hennur Road,2,1157.0,2.0,1.0,84.0
2922,Hennur Road,3,1904.0,3.0,2.0,120.0
2923,Hennur Road,3,1891.0,3.0,1.0,109.0
2924,Hennur Road,3,1561.0,3.0,2.0,95.0
2926,Hennur Road,3,2060.0,3.0,1.0,149.0
2927,Hennur Road,3,1482.0,2.0,1.0,92.0
2928,Hennur Road,2,1232.0,2.0,2.0,89.0
2929,Hennur Road,2,1065.0,2.0,1.0,42.6
2931,Hennur Road,3,1482.0,2.0,1.0,87.0
2932,Hennur Road,3,1891.0,3.0,1.0,139.0
2933,Hennur Road,3,1703.0,3.0,2.0,101.0
2934,Hennur Road,2,1232.0,2.0,0.0,69.61
2935,Hennur Road,2,987.0,2.0,1.0,49.0
2937,Hennur Road,3,2160.0,3.0,2.0,160.0
